,Node,Time,Value
260,CORN2,45,0.0
261,CORN2,46,0.0
262,CORN2,47,0.0
263,CORN2,48,0.0
264,MUSG,25,-0.00027752775277527757
265,MUSG,26,-0.00027752775277527757
266,MUSG,27,-0.00027752775277527757
267,MUSG,28,-0.00027752775277527757
268,MUSG,29,-0.00027752775277527757
269,MUSG,30,-0.00027752775277527757
270,MUSG,31,-0.00027752775277527757
271,MUSG,32,-0.00027752775277527757
272,MUSG,33,0.0011121853215321532
273,MUSG,34,0.001136194688468847
274,MUSG,35,0.0011686781638163817
275,MUSG,36,0.001215633495349535
276,MUSG,37,0.001240015304530453
277,MUSG,38,0.0012401411731173117
278,MUSG,39,0.0012621556285628563
279,MUSG,40,0.0012535030123012301
280,MUSG,41,0.0
281,MUSG,42,0.0
282,MUSG,43,-0.00027752775277527757
283,MUSG,44,-0.00027752775277527757
284,MUSG,45,-0.00027752775277527757
285,MUSG,46,-0.00027752775277527757
286,MUSG,47,-0.00027752775277527757
287,MUSG,48,-0.00027752775277527757
288,SNRD,25,-0.00027752775277527757
289,SNRD,26,-0.00027752775277527757
290,SNRD,27,-0.00027752775277527757
291,SNRD,28,-0.00027752775277527757
292,SNRD,29,-0.00027752775277527757
293,SNRD,30,-0.00027752775277527757
294,SNRD,31,-0.00027752775277527757
295,SNRD,32,-0.00027752775277527757
296,SNRD,33,0.0
297,SNRD,34,0.0
298,SNRD,35,0.0
299,SNRD,36,0.0
300,SNRD,37,0.0
301,SNRD,38,0.0
302,SNRD,39,0.0
303,SNRD,40,0.0
304,SNRD,41,0.0
305,SNRD,42,0.0
306,SNRD,43,-0.00027752775277527757
307,SNRD,44,-0.00027752775277527757
308,SNRD,45,-0.00027752775277527757
309,SNRD,46,-0.00027752775277527757
310,SNRD,47,-0.00027752775277527757
311,SNRD,48,-0.00027752775277527757
312,HARF,25,-0.00027752775277527757
313,HARF,26,-0.00027752775277527757
314,HARF,27,-0.00027752775277527757
315,HARF,28,-0.00027752775277527757
316,HARF,29,-0.00027752775277527757
317,HARF,30,-0.00027752775277527757
318,HARF,31,-0.00027752775277527757
319,HARF,32,-0.00027752775277527757
320,HARF,33,0.0
321,HARF,34,0.0
322,HARF,35,0.0
323,HARF,36,0.0
324,HARF,37,0.0
325,HARF,38,0.0
326,HARF,39,0.0
327,HARF,40,0.0
328,HARF,41,0.0
329,HARF,42,0.0
330,HARF,43,-0.00027752775277527757
331,HARF,44,-0.00027752775277527757
332,HARF,45,-0.00027752775277527757
333,HARF,46,-0.00027752775277527757
334,HARF,47,-0.00027752775277527757
335,HARF,48,-0.00027752775277527757
336,GENE,25,-0.00027752775277527757
337,GENE,26,-0.00027752775277527757
338,GENE,27,-0.00027752775277527757
339,GENE,28,-0.00027752775277527757
340,GENE,29,-0.00027752775277527757
341,GENE,30,-0.00027752775277527757
342,GENE,31,-0.00027752775277527757
343,GENE,32,-0.00027752775277527757
344,GENE,33,0.0
345,GENE,34,0.0
346,GENE,35,0.0
347,GENE,36,0.0
348,GENE,37,0.0
349,GENE,38,0.0
350,GENE,39,0.0
351,GENE,40,0.0
352,GENE,41,0.0
353,GENE,42,0.0
354,GENE,43,-0.00027752775277527757
355,GENE,44,-0.00027752775277527757
356,GENE,45,-0.00027752775277527757
357,GENE,46,-0.00027752775277527757
358,GENE,47,-0.00027752775277527757
359,GENE,48,-0.00027752775277527757
360,CASC,25,-0.00027752775277527757
361,CASC,26,-0.00027752775277527757
362,CASC,27,-0.00027752775277527757
363,CASC,28,-0.00027752775277527757
364,CASC,29,-0.00027752775277527757
365,CASC,30,-0.00027752775277527757
366,CASC,31,-0.00027752775277527757
367,CASC,32,-0.00027752775277527757
368,CASC,33,0.0
369,CASC,34,0.0
370,CASC,35,0.0
371,CASC,36,0.0
372,CASC,37,0.0
373,CASC,38,0.0
374,CASC,39,0.0
375,CASC,40,0.0
376,CASC,41,0.0012568527802780277
377,CASC,42,0.0012569217501750174
378,CASC,43,-0.00027752775277527757
379,CASC,44,-0.00027752775277527757
380,CASC,45,-0.00027752775277527757
381,CASC,46,-0.00027752775277527757
382,CASC,47,-0.00027752775277527757
383,CASC,48,-0.00027752775277527757
384,BEBE,49,-0.00021144703957895792
385,BEBE,50,-0.00021166247743524357
386,BEBE,51,-0.00021143155353035305
387,BEBE,52,-0.00021147748668616864
388,BEBE,53,-0.00021158658053305334
389,BEBE,54,-0.00021156237086208626
390,BEBE,55,-0.00021156772483498353
391,BEBE,56,-0.0002115484412816282
392,BEBE,57,0.0
393,BEBE,58,0.0
394,BEBE,59,0.0
395,BEBE,60,0.0
396,BEBE,61,0.0
397,BEBE,62,0.0
398,BEBE,63,0.0
399,BEBE,64,0.0
400,BEBE,65,-0.00021137368899389942
401,BEBE,66,-0.00021134072563506356
402,BEBE,67,-0.00021144790916591662
403,BEBE,68,-0.00021149997568506855
404,BEBE,69,-0.0002113642761776178
405,BEBE,70,-0.0002113720723947395
406,BEBE,71,-0.00021131874312431246
407,BEBE,72,-0.00021130396014601465
